origin,destination,distance_meters,duration_seconds,duration_in_traffic_seconds,timestamp,hour,day,month,weekday,is_weekend
"Gurudwara Sis Ganj Sahib, Delhi, India","Chandni Chowk, Delhi, India",1044,345,505,,,,,,0
"Gurudwara Sis Ganj Sahib, Delhi, India","Pitampura TV Tower, Delhi, India",13926,2212,2521,,,,,,0
"Gurudwara Sis Ganj Sahib, Delhi, India","Mundka Industrial Area, Delhi, India",23197,3732,5576,,,,,,0
"Gurudwara Sis Ganj Sahib, Delhi, India","Dwarka Sector 21, Delhi, India",34959,3583,5235,,,,,,0
"Gurudwara Sis Ganj Sahib, Delhi, India","Khan Market, Delhi, India",12858,1626,1834,,,,,,0
"Gurudwara Sis Ganj Sahib, Delhi, India","Sarai Rohilla, Delhi, India",5418,1211,1879,,,,,,0
"Gurudwara Sis Ganj Sahib, Delhi, India","Lajpat Nagar, Delhi, India",16808,1761,2065,,,,,,0
"Gurudwara Sis Ganj Sahib, Delhi, India","Punjabi Bagh, Delhi, India",11466,2059,3053,,,,,,0
"Gurudwara Sis Ganj Sahib, Delhi, India","Greater Kailash, Delhi, India",18602,2013,2309,,,,,,0
"Gurudwara Sis Ganj Sahib, Delhi, India","Vasant Kunj, Delhi, India",25187,3037,3951,,,,,,0
"Gurudwara Sis Ganj Sahib, Delhi, India","Noida Sector 18, Delhi, India",9726,1240,1385,,,,,,0
"Gurudwara Sis Ganj Sahib, Delhi, India","Azadpur Mandi, Delhi, India",11052,1856,2165,,,,,,0
"Gurudwara Sis Ganj Sahib, Delhi, India","Delhi Airport (Indira Gandhi International Airport), Delhi, India",24093,2576,3686,,,,,,0
"Mahatma Gandhi Memorial, Delhi, India","National Handicrafts and Handlooms Museum, Delhi, India",4127,630,649,,,,,,0
"Mahatma Gandhi Memorial, Delhi, India","Baha'i House of Worship (Lotus Temple), Delhi, India",14714,1709,2047,,,,,,0
"Mahatma Gandhi Memorial, Delhi, India","Tughlaqabad Fort, Delhi, India",17529,2342,2824,,,,,,0
"Mahatma Gandhi Memorial, Delhi, India","Feroz Shah Kotla Fort, Delhi, India",1301,291,272,,,,,,0
"Mahatma Gandhi Memorial, Delhi, India","Safdarjung's Tomb, Delhi, India",10888,1219,1361,,,,,,0
"Mahatma Gandhi Memorial, Delhi, India","Jantar Mantar, Delhi, India",4557,874,1045,,,,,,0
"Mahatma Gandhi Memorial, Delhi, India","Shah Jahan Park, Delhi, India",6378,715,795,,,,,,0
"Mahatma Gandhi Memorial, Delhi, India","Connaught Place, Delhi, India",4365,886,1026,,,,,,0
"Mahatma Gandhi Memorial, Delhi, India","Paharganj, Delhi, India",4670,977,1454,,,,,,0
"Mahatma Gandhi Memorial, Delhi, India","Chandni Chowk, Delhi, India",3080,784,1011,,,,,,0
"Mahatma Gandhi Memorial, Delhi, India","Pitampura TV Tower, Delhi, India",20200,2243,2252,,,,,,0
"Mahatma Gandhi Memorial, Delhi, India","Mundka Industrial Area, Delhi, India",35324,3909,5270,,,,,,0
"Mahatma Gandhi Memorial, Delhi, India","Dwarka Sector 21, Delhi, India",29871,3027,4072,,,,,,0
"Mahatma Gandhi Memorial, Delhi, India","Khan Market, Delhi, India",7506,984,1088,,,,,,0
"Mahatma Gandhi Memorial, Delhi, India","Sarai Rohilla, Delhi, India",11659,1607,1750,,,,,,0
"Mahatma Gandhi Memorial, Delhi, India","Lajpat Nagar, Delhi, India",11456,1119,1283,,,,,,0
"Mahatma Gandhi Memorial, Delhi, India","Punjabi Bagh, Delhi, India",23909,2526,2921,,,,,,0
"Mahatma Gandhi Memorial, Delhi, India","Greater Kailash, Delhi, India",13250,1371,1536,,,,,,0
"Mahatma Gandhi Memorial, Delhi, India","Vasant Kunj, Delhi, India",19523,2427,2835,,,,,,0
"Mahatma Gandhi Memorial, Delhi, India","Noida Sector 18, Delhi, India",6642,764,810,,,,,,0
"Mahatma Gandhi Memorial, Delhi, India","Azadpur Mandi, Delhi, India",13221,1926,2085,,,,,,0
"Mahatma Gandhi Memorial, Delhi, India","Delhi Airport (Indira Gandhi International Airport), Delhi, India",18580,1971,2641,,,,,,0
"National Handicrafts and Handlooms Museum, Delhi, India","Baha'i House of Worship (Lotus Temple), Delhi, India",10847,1291,1536,,,,,,0
"National Handicrafts and Handlooms Museum, Delhi, India","Tughlaqabad Fort, Delhi, India",15339,2119,2668,,,,,,0
"National Handicrafts and Handlooms Museum, Delhi, India","Feroz Shah Kotla Fort, Delhi, India",4678,516,557,,,,,,0
"National Handicrafts and Handlooms Museum, Delhi, India","Safdarjung's Tomb, Delhi, India",8310,1025,1073,,,,,,0
"National Handicrafts and Handlooms Museum, Delhi, India","Jantar Mantar, Delhi, India",5852,886,1131,,,,,,0
"National Handicrafts and Handlooms Museum, Delhi, India","Shah Jahan Park, Delhi, India",4174,455,635,,,,,,0
"National Handicrafts and Handlooms Museum, Delhi, India","Connaught Place, Delhi, India",5660,898,1103,,,,,,0
"National Handicrafts and Handlooms Museum, Delhi, India","Paharganj, Delhi, India",8048,1203,1755,,,,,,0
"National Handicrafts and Handlooms Museum, Delhi, India","Chandni Chowk, Delhi, India",6432,1063,1388,,,,,,0
"National Handicrafts and Handlooms Museum, Delhi, India","Pitampura TV Tower, Delhi, India",25072,2476,2584,,,,,,0
"National Handicrafts and Handlooms Museum, Delhi, India","Mundka Industrial Area, Delhi, India",40196,4142,5374,,,,,,0
"National Handicrafts and Handlooms Museum, Delhi, India","Dwarka Sector 21, Delhi, India",28457,2869,3910,,,,,,0
"National Handicrafts and Handlooms Museum, Delhi, India","Khan Market, Delhi, India",4692,809,753,,,,,,0
"National Handicrafts and Handlooms Museum, Delhi, India","Sarai Rohilla, Delhi, India",16531,1840,2081,,,,,,0
"National Handicrafts and Handlooms Museum, Delhi, India","Lajpat Nagar, Delhi, India",9266,896,1080,,,,,,0
"National Handicrafts and Handlooms Museum, Delhi, India","Punjabi Bagh, Delhi, India",16867,2246,3222,,,,,,0
"National Handicrafts and Handlooms Museum, Delhi, India","Greater Kailash, Delhi, India",9383,953,1106,,,,,,0
"National Handicrafts and Handlooms Museum, Delhi, India","Vasant Kunj, Delhi, India",17319,2167,2699,,,,,,0
"National Handicrafts and Handlooms Museum, Delhi, India","Noida Sector 18, Delhi, India",7317,818,919,,,,,,0
"National Handicrafts and Handlooms Museum, Delhi, India","Azadpur Mandi, Delhi, India",18093,2159,2335,,,,,,0
"National Handicrafts and Handlooms Museum, Delhi, India","Delhi Airport (Indira Gandhi International Airport), Delhi, India",16329,1847,2477,,,,,,0
"Baha'i House of Worship (Lotus Temple), Delhi, India","Tughlaqabad Fort, Delhi, India",5886,1137,1532,,,,,,0
"Baha'i House of Worship (Lotus Temple), Delhi, India","Feroz Shah Kotla Fort, Delhi, India",12127,1482,2168,,,,,,0
"Baha'i House of Worship (Lotus Temple), Delhi, India","Safdarjung's Tomb, Delhi, India",12827,1456,1618,,,,,,0
"Baha'i House of Worship (Lotus Temple), Delhi, India","Jantar Mantar, Delhi, India",11493,1588,2244,,,,,,0
"Baha'i House of Worship (Lotus Temple), Delhi, India","Shah Jahan Park, Delhi, India",8167,1156,1754,,,,,,0
"Baha'i House of Worship (Lotus Temple), Delhi, India","Connaught Place, Delhi, India",11659,1580,2281,,,,,,0
"Baha'i House of Worship (Lotus Temple), Delhi, India","Paharganj, Delhi, India",13640,2218,3058,,,,,,0
"Baha'i House of Worship (Lotus Temple), Delhi, India","Chandni Chowk, Delhi, India",14834,2026,2772,,,,,,0
"Baha'i House of Worship (Lotus Temple), Delhi, India","Pitampura TV Tower, Delhi, India",30477,3268,4246,,,,,,0
"Baha'i House of Worship (Lotus Temple), Delhi, India","Mundka Industrial Area, Delhi, India",38638,4712,5821,,,,,,0
"Baha'i House of Worship (Lotus Temple), Delhi, India","Dwarka Sector 21, Delhi, India",27343,2677,3956,,,,,,0
"Baha'i House of Worship (Lotus Temple), Delhi, India","Khan Market, Delhi, India",8533,1345,1846,,,,,,0
"Baha'i House of Worship (Lotus Temple), Delhi, India","Sarai Rohilla, Delhi, India",18905,2700,3790,,,,,,0
"Baha'i House of Worship (Lotus Temple), Delhi, India","Lajpat Nagar, Delhi, India",3591,564,761,,,,,,0
"Baha'i House of Worship (Lotus Temple), Delhi, India","Punjabi Bagh, Delhi, India",25893,2858,3753,,,,,,0
"Baha'i House of Worship (Lotus Temple), Delhi, India","Greater Kailash, Delhi, India",3911,687,885,,,,,,0
"Baha'i House of Worship (Lotus Temple), Delhi, India","Vasant Kunj, Delhi, India",14794,1812,2519,,,,,,0
"Baha'i House of Worship (Lotus Temple), Delhi, India","Noida Sector 18, Delhi, India",14075,1544,1724,,,,,,0
"Baha'i House of Worship (Lotus Temple), Delhi, India","Azadpur Mandi, Delhi, India",26449,3144,4014,,,,,,0
"Baha'i House of Worship (Lotus Temple), Delhi, India","Delhi Airport (Indira Gandhi International Airport), Delhi, India",16477,1670,2428,,,,,,0
"Tughlaqabad Fort, Delhi, India","Feroz Shah Kotla Fort, Delhi, India",19849,2542,3046,,,,,,0
"Tughlaqabad Fort, Delhi, India","Safdarjung's Tomb, Delhi, India",14120,2085,2850,,,,,,0
"Tughlaqabad Fort, Delhi, India","Jantar Mantar, Delhi, India",17789,2565,3119,,,,,,0
"Tughlaqabad Fort, Delhi, India","Shah Jahan Park, Delhi, India",14443,2102,2601,,,,,,0
"Tughlaqabad Fort, Delhi, India","Connaught Place, Delhi, India",18405,2513,3148,,,,,,0
"Tughlaqabad Fort, Delhi, India","Paharganj, Delhi, India",20854,3032,4157,,,,,,0
"Tughlaqabad Fort, Delhi, India","Chandni Chowk, Delhi, India",20120,2941,3929,,,,,,0
"Tughlaqabad Fort, Delhi, India","Pitampura TV Tower, Delhi, India",32140,3778,5011,,,,,,0
"Tughlaqabad Fort, Delhi, India","Mundka Industrial Area, Delhi, India",40342,5218,6240,,,,,,0
"Tughlaqabad Fort, Delhi, India","Dwarka Sector 21, Delhi, India",29047,3183,4675,,,,,,0
"Tughlaqabad Fort, Delhi, India","Khan Market, Delhi, India",14809,2292,2725,,,,,,0
"Tughlaqabad Fort, Delhi, India","Sarai Rohilla, Delhi, India",25651,3633,4794,,,,,,0
"Tughlaqabad Fort, Delhi, India","Lajpat Nagar, Delhi, India",8514,1439,1858,,,,,,0
"Tughlaqabad Fort, Delhi, India","Punjabi Bagh, Delhi, India",28186,3398,4465,,,,,,0
"Tughlaqabad Fort, Delhi, India","Greater Kailash, Delhi, India",6503,1319,1530,,,,,,0
"Tughlaqabad Fort, Delhi, India","Vasant Kunj, Delhi, India",16304,2342,3016,,,,,,0
"Tughlaqabad Fort, Delhi, India","Noida Sector 18, Delhi, India",17859,2281,2689,,,,,,0
"Tughlaqabad Fort, Delhi, India","Azadpur Mandi, Delhi, India",34117,4070,4978,,,,,,0
"Tughlaqabad Fort, Delhi, India","Delhi Airport (Indira Gandhi International Airport), Delhi, India",18181,2176,3018,,,,,,0
"Feroz Shah Kotla Fort, Delhi, India","Safdarjung's Tomb, Delhi, India",8719,1161,1392,,,,,,0
"Feroz Shah Kotla Fort, Delhi, India","Jantar Mantar, Delhi, India",4653,743,851,,,,,,0
"Feroz Shah Kotla Fort, Delhi, India","Shah Jahan Park, Delhi, India",4208,658,787,,,,,,0
"Feroz Shah Kotla Fort, Delhi, India","Connaught Place, Delhi, India",4461,755,826,,,,,,0
"Feroz Shah Kotla Fort, Delhi, India","Paharganj, Delhi, India",4456,843,1340,,,,,,0
"Feroz Shah Kotla Fort, Delhi, India","Chandni Chowk, Delhi, India",2958,808,1094,,,,,,0
"Feroz Shah Kotla Fort, Delhi, India","Pitampura TV Tower, Delhi, India",20543,2283,2275,,,,,,0
"Feroz Shah Kotla Fort, Delhi, India","Mundka Industrial Area, Delhi, India",35667,3949,5318,,,,,,0
"Feroz Shah Kotla Fort, Delhi, India","Dwarka Sector 21, Delhi, India",27277,2920,4288,,,,,,0
"Feroz Shah Kotla Fort, Delhi, India","Khan Market, Delhi, India",6147,1083,1017,,,,,,0
"Feroz Shah Kotla Fort, Delhi, India","Sarai Rohilla, Delhi, India",12002,1647,1781,,,,,,0
"Feroz Shah Kotla Fort, Delhi, India","Lajpat Nagar, Delhi, India",9735,1094,1255,,,,,,0
"Feroz Shah Kotla Fort, Delhi, India","Punjabi Bagh, Delhi, India",15183,2249,3050,,,,,,0
"Feroz Shah Kotla Fort, Delhi, India","Greater Kailash, Delhi, India",10838,1227,1358,,,,,,0
"Feroz Shah Kotla Fort, Delhi, India","Vasant Kunj, Delhi, India",17915,2446,2907,,,,,,0
"Feroz Shah Kotla Fort, Delhi, India","Noida Sector 18, Delhi, India",6602,809,836,,,,,,0
"Feroz Shah Kotla Fort, Delhi, India","Azadpur Mandi, Delhi, India",13564,1966,2190,,,,,,0
"Feroz Shah Kotla Fort, Delhi, India","Delhi Airport (Indira Gandhi International Airport), Delhi, India",16411,1913,2649,,,,,,0
"Safdarjung's Tomb, Delhi, India","Jantar Mantar, Delhi, India",5415,775,820,,,,,,0
"Safdarjung's Tomb, Delhi, India","Shah Jahan Park, Delhi, India",2629,391,394,,,,,,0
"Safdarjung's Tomb, Delhi, India","Connaught Place, Delhi, India",5581,767,808,,,,,,0
"Safdarjung's Tomb, Delhi, India","Paharganj, Delhi, India",7556,1417,1548,,,,,,0
"Safdarjung's Tomb, Delhi, India","Chandni Chowk, Delhi, India",8897,1370,1885,,,,,,0
"Safdarjung's Tomb, Delhi, India","Pitampura TV Tower, Delhi, India",21438,2209,2917,,,,,,0
"Safdarjung's Tomb, Delhi, India","Mundka Industrial Area, Delhi, India",33142,4199,5256,,,,,,0
"Safdarjung's Tomb, Delhi, India","Dwarka Sector 21, Delhi, India",21847,2164,3066,,,,,,0
"Safdarjung's Tomb, Delhi, India","Khan Market, Delhi, India",2212,463,439,,,,,,0
"Safdarjung's Tomb, Delhi, India","Sarai Rohilla, Delhi, India",12827,1887,2199,,,,,,0
"Safdarjung's Tomb, Delhi, India","Lajpat Nagar, Delhi, India",6429,707,997,,,,,,0
"Safdarjung's Tomb, Delhi, India","Punjabi Bagh, Delhi, India",16854,1799,2398,,,,,,0
"Safdarjung's Tomb, Delhi, India","Greater Kailash, Delhi, India",7503,932,1152,,,,,,0
"Safdarjung's Tomb, Delhi, India","Vasant Kunj, Delhi, India",11924,1613,1907,,,,,,0
"Safdarjung's Tomb, Delhi, India","Noida Sector 18, Delhi, India",11904,1426,1645,,,,,,0
"Safdarjung's Tomb, Delhi, India","Azadpur Mandi, Delhi, India",23754,2400,3197,,,,,,0
"Safdarjung's Tomb, Delhi, India","Delhi Airport (Indira Gandhi International Airport), Delhi, India",10981,1157,1602,,,,,,0
"Jantar Mantar, Delhi, India","Shah Jahan Park, Delhi, India",4663,662,789,,,,,,0
"Jantar Mantar, Delhi, India","Connaught Place, Delhi, India",671,150,160,,,,,,0
"Jantar Mantar, Delhi, India","Paharganj, Delhi, India",3048,854,864,,,,,,0
"Jantar Mantar, Delhi, India","Chandni Chowk, Delhi, India",4796,1035,1502,,,,,,0
"Jantar Mantar, Delhi, India","Pitampura TV Tower, Delhi, India",15423,2065,2821,,,,,,0
"Jantar Mantar, Delhi, India","Mundka Industrial Area, Delhi, India",24189,3569,5222,,,,,,0
"Jantar Mantar, Delhi, India","Dwarka Sector 21, Delhi, India",25979,2591,3416,,,,,,0
"Jantar Mantar, Delhi, India","Khan Market, Delhi, India",4446,766,860,,,,,,0
"Jantar Mantar, Delhi, India","Sarai Rohilla, Delhi, India",9007,1446,1759,,,,,,0
"Jantar Mantar, Delhi, India","Lajpat Nagar, Delhi, India",11126,1308,1707,,,,,,0
"Jantar Mantar, Delhi, India","Punjabi Bagh, Delhi, India",11478,1708,2415,,,,,,0
"Jantar Mantar, Delhi, India","Greater Kailash, Delhi, India",12625,1558,1693,,,,,,0
"Jantar Mantar, Delhi, India","Vasant Kunj, Delhi, India",15131,2055,2467,,,,,,0
"Jantar Mantar, Delhi, India","Noida Sector 18, Delhi, India",9013,1279,1399,,,,,,0
"Jantar Mantar, Delhi, India","Azadpur Mandi, Delhi, India",17739,2256,3089,,,,,,0
"Jantar Mantar, Delhi, India","Delhi Airport (Indira Gandhi International Airport), Delhi, India",15113,1584,1958,,,,,,0
"Shah Jahan Park, Delhi, India","Connaught Place, Delhi, India",4292,637,703,,,,,,0
"Shah Jahan Park, Delhi, India","Paharganj, Delhi, India",7533,1247,1564,,,,,,0
"Shah Jahan Park, Delhi, India","Chandni Chowk, Delhi, India",6824,1133,1703,,,,,,0
"Shah Jahan Park, Delhi, India","Pitampura TV Tower, Delhi, India",17954,2376,3179,,,,,,0
"Shah Jahan Park, Delhi, India","Mundka Industrial Area, Delhi, India",26720,3880,5463,,,,,,0
"Shah Jahan Park, Delhi, India","Dwarka Sector 21, Delhi, India",25301,2596,3433,,,,,,0
"Shah Jahan Park, Delhi, India","Khan Market, Delhi, India",1481,434,374,,,,,,0
"Shah Jahan Park, Delhi, India","Sarai Rohilla, Delhi, India",11538,1757,2142,,,,,,0
"Shah Jahan Park, Delhi, India","Lajpat Nagar, Delhi, India",7395,907,1089,,,,,,0
"Shah Jahan Park, Delhi, India","Punjabi Bagh, Delhi, India",14009,2019,2805,,,,,,0
"Shah Jahan Park, Delhi, India","Greater Kailash, Delhi, India",8498,1040,1184,,,,,,0
"Shah Jahan Park, Delhi, India","Vasant Kunj, Delhi, India",14163,1894,2214,,,,,,0
"Shah Jahan Park, Delhi, India","Noida Sector 18, Delhi, India",9702,1236,1371,,,,,,0
"Shah Jahan Park, Delhi, India","Azadpur Mandi, Delhi, India",21513,2650,2913,,,,,,0
"Shah Jahan Park, Delhi, India","Delhi Airport (Indira Gandhi International Airport), Delhi, India",12471,1351,2077,,,,,,0
"Connaught Place, Delhi, India","Paharganj, Delhi, India",2376,704,735,,,,,,0
"Connaught Place, Delhi, India","Chandni Chowk, Delhi, India",3392,763,1407,,,,,,0
"Connaught Place, Delhi, India","Pitampura TV Tower, Delhi, India",15527,2082,2747,,,,,,0
"Connaught Place, Delhi, India","Mundka Industrial Area, Delhi, India",24058,3563,5250,,,,,,0
"Connaught Place, Delhi, India","Dwarka Sector 21, Delhi, India",26669,2975,3585,,,,,,0
"Connaught Place, Delhi, India","Khan Market, Delhi, India",6022,981,1041,,,,,,0
"Connaught Place, Delhi, India","Sarai Rohilla, Delhi, India",8066,1305,1580,,,,,,0
"Connaught Place, Delhi, India","Lajpat Nagar, Delhi, India",11880,1484,1796,,,,,,0
"Connaught Place, Delhi, India","Punjabi Bagh, Delhi, India",11555,1716,2370,,,,,,0
"Connaught Place, Delhi, India","Greater Kailash, Delhi, India",12983,1617,1845,,,,,,0
"Connaught Place, Delhi, India","Vasant Kunj, Delhi, India",19852,2168,2555,,,,,,0
"Connaught Place, Delhi, India","Noida Sector 18, Delhi, India",9037,1215,1515,,,,,,0
"Connaught Place, Delhi, India","Azadpur Mandi, Delhi, India",15050,2314,2992,,,,,,0
"Connaught Place, Delhi, India","Delhi Airport (Indira Gandhi International Airport), Delhi, India",15217,1601,1928,,,,,,0
"Paharganj, Delhi, India","Chandni Chowk, Delhi, India",2099,466,837,,,,,,0
"Paharganj, Delhi, India","Pitampura TV Tower, Delhi, India",11075,1948,2273,,,,,,0
"Paharganj, Delhi, India","Mundka Industrial Area, Delhi, India",21869,3391,5027,,,,,,0
"Paharganj, Delhi, India","Dwarka Sector 21, Delhi, India",25905,3026,3683,,,,,,0
"Paharganj, Delhi, India","Khan Market, Delhi, India",7967,1341,1481,,,,,,0
"Paharganj, Delhi, India","Sarai Rohilla, Delhi, India",5877,1133,1398,,,,,,0
"Paharganj, Delhi, India","Lajpat Nagar, Delhi, India",14810,1708,2150,,,,,,0
"Paharganj, Delhi, India","Punjabi Bagh, Delhi, India",10130,1837,2547,,,,,,0
"Paharganj, Delhi, India","Greater Kailash, Delhi, India",14389,1792,2235,,,,,,0
"Paharganj, Delhi, India","Vasant Kunj, Delhi, India",19093,2237,2755,,,,,,0
"Paharganj, Delhi, India","Noida Sector 18, Delhi, India",10053,1355,1575,,,,,,0
"Paharganj, Delhi, India","Azadpur Mandi, Delhi, India",12015,2201,2650,,,,,,0
"Paharganj, Delhi, India","Delhi Airport (Indira Gandhi International Airport), Delhi, India",14706,1791,2357,,,,,,0
"Chandni Chowk, Delhi, India","Pitampura TV Tower, Delhi, India",18724,2345,2947,,,,,,0
"Chandni Chowk, Delhi, India","Mundka Industrial Area, Delhi, India",23666,3730,5579,,,,,,0
"Chandni Chowk, Delhi, India","Dwarka Sector 21, Delhi, India",27369,3137,5086,,,,,,0
"Chandni Chowk, Delhi, India","Khan Market, Delhi, India",7719,1543,1839,,,,,,0
"Chandni Chowk, Delhi, India","Sarai Rohilla, Delhi, India",7674,1472,2337,,,,,,0
"Chandni Chowk, Delhi, India","Lajpat Nagar, Delhi, India",13603,1705,1969,,,,,,0
"Chandni Chowk, Delhi, India","Punjabi Bagh, Delhi, India",11935,2057,3596,,,,,,0
"Chandni Chowk, Delhi, India","Greater Kailash, Delhi, India",13220,1844,2048,,,,,,0
"Chandni Chowk, Delhi, India","Vasant Kunj, Delhi, India",20292,3100,3652,,,,,,0
"Chandni Chowk, Delhi, India","Noida Sector 18, Delhi, India",8978,1288,1434,,,,,,0
"Chandni Chowk, Delhi, India","Azadpur Mandi, Delhi, India",13367,2209,2576,,,,,,0
"Chandni Chowk, Delhi, India","Delhi Airport (Indira Gandhi International Airport), Delhi, India",18793,2530,3334,,,,,,0
"Pitampura TV Tower, Delhi, India","Mundka Industrial Area, Delhi, India",16903,2276,2943,,,,,,0
"Pitampura TV Tower, Delhi, India","Dwarka Sector 21, Delhi, India",24799,3093,4688,,,,,,0
"Pitampura TV Tower, Delhi, India","Khan Market, Delhi, India",17852,2474,3340,,,,,,0
"Pitampura TV Tower, Delhi, India","Sarai Rohilla, Delhi, India",7398,1110,1359,,,,,,0
"Pitampura TV Tower, Delhi, India","Lajpat Nagar, Delhi, India",33247,3036,3371,,,,,,0
"Pitampura TV Tower, Delhi, India","Punjabi Bagh, Delhi, India",5566,696,983,,,,,,0
"Pitampura TV Tower, Delhi, India","Greater Kailash, Delhi, India",29719,3353,3945,,,,,,0
"Pitampura TV Tower, Delhi, India","Vasant Kunj, Delhi, India",27093,2929,3574,,,,,,0
"Pitampura TV Tower, Delhi, India","Noida Sector 18, Delhi, India",26164,2514,2781,,,,,,0
"Pitampura TV Tower, Delhi, India","Azadpur Mandi, Delhi, India",3954,497,567,,,,,,0
"Pitampura TV Tower, Delhi, India","Delhi Airport (Indira Gandhi International Airport), Delhi, India",22458,2362,2958,,,,,,0
"Mundka Industrial Area, Delhi, India","Dwarka Sector 21, Delhi, India",21276,2214,2247,,,,,,0
"Mundka Industrial Area, Delhi, India","Khan Market, Delhi, India",43312,4357,5176,,,,,,0
"Mundka Industrial Area, Delhi, India","Sarai Rohilla, Delhi, India",18957,3135,3814,,,,,,0
"Mundka Industrial Area, Delhi, India","Lajpat Nagar, Delhi, India",43922,4374,5466,,,,,,0
"Mundka Industrial Area, Delhi, India","Punjabi Bagh, Delhi, India",13417,2377,2620,,,,,,0
"Mundka Industrial Area, Delhi, India","Greater Kailash, Delhi, India",44862,4305,5102,,,,,,0
"Mundka Industrial Area, Delhi, India","Vasant Kunj, Delhi, India",33561,3380,3727,,,,,,0
"Mundka Industrial Area, Delhi, India","Noida Sector 18, Delhi, India",40971,4735,5850,,,,,,0
"Mundka Industrial Area, Delhi, India","Azadpur Mandi, Delhi, India",20386,3111,3661,,,,,,0
"Mundka Industrial Area, Delhi, India","Delhi Airport (Indira Gandhi International Airport), Delhi, India",29622,2929,3316,,,,,,0
"Dwarka Sector 21, Delhi, India","Khan Market, Delhi, India",23008,2386,3444,,,,,,0
"Dwarka Sector 21, Delhi, India","Sarai Rohilla, Delhi, India",26819,3087,3632,,,,,,0
"Dwarka Sector 21, Delhi, India","Lajpat Nagar, Delhi, India",26020,2476,3408,,,,,,0
"Dwarka Sector 21, Delhi, India","Punjabi Bagh, Delhi, India",26070,2413,2792,,,,,,0
"Dwarka Sector 21, Delhi, India","Greater Kailash, Delhi, India",24574,2324,3133,,,,,,0
"Dwarka Sector 21, Delhi, India","Vasant Kunj, Delhi, India",13257,1409,1640,,,,,,0
"Dwarka Sector 21, Delhi, India","Noida Sector 18, Delhi, India",31365,3293,4306,,,,,,0
"Dwarka Sector 21, Delhi, India","Azadpur Mandi, Delhi, India",32970,3014,3553,,,,,,0
"Dwarka Sector 21, Delhi, India","Delhi Airport (Indira Gandhi International Airport), Delhi, India",9334,948,1150,,,,,,0
"Khan Market, Delhi, India","Sarai Rohilla, Delhi, India",12278,1914,2329,,,,,,0
"Khan Market, Delhi, India","Lajpat Nagar, Delhi, India",6601,1035,1289,,,,,,0
"Khan Market, Delhi, India","Punjabi Bagh, Delhi, India",14749,2176,2953,,,,,,0
"Khan Market, Delhi, India","Greater Kailash, Delhi, India",8374,1140,1329,,,,,,0
"Khan Market, Delhi, India","Vasant Kunj, Delhi, India",13604,1945,2404,,,,,,0
"Khan Market, Delhi, India","Noida Sector 18, Delhi, India",10637,1401,1549,,,,,,0
"Khan Market, Delhi, India","Azadpur Mandi, Delhi, India",21412,2749,3095,,,,,,0
"Khan Market, Delhi, India","Delhi Airport (Indira Gandhi International Airport), Delhi, India",13876,1640,2103,,,,,,0
"Sarai Rohilla, Delhi, India","Lajpat Nagar, Delhi, India",24306,2598,2862,,,,,,0
"Sarai Rohilla, Delhi, India","Punjabi Bagh, Delhi, India",6581,1017,1198,,,,,,0
"Sarai Rohilla, Delhi, India","Greater Kailash, Delhi, India",26200,2880,3226,,,,,,0
"Sarai Rohilla, Delhi, India","Vasant Kunj, Delhi, India",21273,2681,3287,,,,,,0
"Sarai Rohilla, Delhi, India","Noida Sector 18, Delhi, India",16638,2130,2347,,,,,,0
"Sarai Rohilla, Delhi, India","Azadpur Mandi, Delhi, India",7189,1313,1355,,,,,,0
"Sarai Rohilla, Delhi, India","Delhi Airport (Indira Gandhi International Airport), Delhi, India",16638,2114,2615,,,,,,0
"Lajpat Nagar, Delhi, India","Punjabi Bagh, Delhi, India",19682,2064,3396,,,,,,0
"Lajpat Nagar, Delhi, India","Greater Kailash, Delhi, India",3282,486,672,,,,,,0
"Lajpat Nagar, Delhi, India","Vasant Kunj, Delhi, India",11685,1496,2687,,,,,,0
"Lajpat Nagar, Delhi, India","Noida Sector 18, Delhi, India",13658,1414,1672,,,,,,0
"Lajpat Nagar, Delhi, India","Azadpur Mandi, Delhi, India",25145,2889,3436,,,,,,0
"Lajpat Nagar, Delhi, India","Delhi Airport (Indira Gandhi International Airport), Delhi, India",14729,1568,2574,,,,,,0
"Punjabi Bagh, Delhi, India","Greater Kailash, Delhi, India",23779,2787,3856,,,,,,0
"Punjabi Bagh, Delhi, India","Vasant Kunj, Delhi, India",23065,2714,3112,,,,,,0
"Punjabi Bagh, Delhi, India","Noida Sector 18, Delhi, India",19570,2773,3595,,,,,,0
"Punjabi Bagh, Delhi, India","Azadpur Mandi, Delhi, India",7985,914,1087,,,,,,0
"Punjabi Bagh, Delhi, India","Delhi Airport (Indira Gandhi International Airport), Delhi, India",18701,2053,2463,,,,,,0
"Greater Kailash, Delhi, India","Vasant Kunj, Delhi, India",14126,1839,2219,,,,,,0
"Greater Kailash, Delhi, India","Noida Sector 18, Delhi, India",14389,1702,1917,,,,,,0
"Greater Kailash, Delhi, India","Azadpur Mandi, Delhi, India",26911,3111,3650,,,,,,0
"Greater Kailash, Delhi, India","Delhi Airport (Indira Gandhi International Airport), Delhi, India",15639,1553,2257,,,,,,0
"Vasant Kunj, Delhi, India","Noida Sector 18, Delhi, India",22794,2801,3274,,,,,,0
